Start,Finish,Active Calories (kcal),Distance (mi),Flights Climbed (count),Heart Rate (count/min),Respiratory Rate (count/min),Steps (count)
24-Jan-2016 19:00,24-Jan-2016 20:00,0.0,0.0,0.0,0.0,0.0,0.0
24-Jan-2016 20:00,24-Jan-2016 21:00,0.0,0.0,0.0,0.0,0.0,0.0
24-Jan-2016 21:00,24-Jan-2016 22:00,0.0,0.172200598504731,2.0,0.0,0.0,344.0
24-Jan-2016 22:00,24-Jan-2016 23:00,0.0,0.0,0.0,0.0,0.0,0.0
24-Jan-2016 23:00,25-Jan-2016 00:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 00:00,25-Jan-2016 01:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 01:00,25-Jan-2016 02:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 02:00,25-Jan-2016 03:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 03:00,25-Jan-2016 04:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 04:00,25-Jan-2016 05:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 05:00,25-Jan-2016 06:00,0.0,0.0,0.0,0.0,0.0,0.0
25-Jan-2016 06:00,25-Jan-2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0
